clean_text,sentiment
super mantap spektakuler,positif
thanks suka sama modelnya imut,positif
produk sesuai aplikasi keterangan produk pengiriman cepat mantaps,positif
jam nya bagus sayang pengiriman nya lama,positif
rapih packing nya respon cepat,positif
barang lecet sedikit bagian samping pinggiran mungkin barang flash sale over all puas,positif
siap siap siap terima kasih,positif
pengiriman cepat harga mantap murah box bagus original,positif
produk asli bagus sangat suka jamnya,positif
alhamdulillah packing produk puas,positif
yg ketiga kalinya beli jam disini sangat memuaskan jamnya keren bagus elegant,positif
jam nya bagus suka ukurannya tipe model jam kecil kali overall bagus semoga awet mesin fisiknya terutama awet gesekan tali besi kaca jamnya batu swarowski nya semoga tanggal aamiin,positif
produk sesuai deskripsi barusan dicoba memuaskan semoga awet barangnya packing rapi aman ekstra bubble wrap recommended,positif
super mantap spektakuler,positif
dicoba semoga sesuai ekspetasi,positif
paketnya terima seller terima kasih,positif
menerima barang dikirim kondisinya mati kemudian klaim responnya lama minta alamat toko offline retur mana biaya sendiri terkesan ditutup i sorry for this comment,negatif
thank you so much for the product beyond my expectation nice design amazing also i got this watches from flash sale what a lucky am i thank you,positif
diluar ekpektasi ternyata lebih keren yg gambar puas plus dapet harga flashsale jadi makin puas,positif
produk bagus recomended seller,positif
barangnya bagus kendala langsung ditukar baru terima kasih zeca watches,positif
barang diterima sesuai,positif
walpaper jam kacanya lecek setengah sesuai pict,negatif
sesuai gambar semoga awet,positif
mantap memang produknya recommended,positif
baik baik walaupun ad kendala,positif
kwalitas pengirimannya cepat,positif
barangnya kerenn murah meriahh,positif
produk sesuai deskripsi barang recomended,positif
harga sesuai kualitas semoga awet,positif
barang diterima kwalitas bagus paking rapi sukses slalu,positif
barang original fast respon,positif
bagus sesuai gambar semoga awet garansi tahun,positif
sesuai produk berfungsi baik terima kasih,positif
bagus sesuai harganya pengiriman cepat makasih,positif
imut jamnya bagus packing aman,positif
alhamdulillah istri suka kualitas oke punya,positif
mantap semoga awet hehe tks,positif
barang sesuai original,positif
fast respon mdh n jamnya awet,positif
respon cepat barang keren pelayanan memuaskan,positif
lama dikit ngirimnya produk memuaskan,positif
barang bagus mantapp semoga tahan lamaa,positif
senang produknya dipaketkan rapi cacat siip pokoknya recommended,positif
bintang gue suka modelnya elegan nyeleneh kuningnya love it tq,positif
bagus ternyata type tanggalnya packing rapi n pengiriman super cepat,positif
terima kasih,positif
pengiriman cepat packaging rapi aman bubble wrap barang sesuai foto,positif
barang gambar mantap,positif
mantap untung sesuai deskripsi,positif
pengiriman cepat barang bagus elegan ori garansi tahun recommended seller,positif
sangat memuaskan sesuai harapan keren,positif
barangnya mantap respon jg cepat sampe cuma sedikit masalah tgl jam terlalu kecil barang,positif
recomended seller bagus barangnya packingnya jg oke,positif
beruntung dapet flash sale barang oke original garansi tahun keren pokok nya terima kasih zeca watches,positif
jam tangan bagus mewah elegan alhamdulillah pas promo jam beginian suka terbaik pokoknya,positif
sangat recommended,positif
barang nya bagus pengiriman cepat n packing bagus,positif
produk diterima baik kemasan bagus tampilan,positif
pesanan sesuai harganya murah beli waktu flash sale fungsi nya berjalan baik pengiriman cepat kemasan bagus,positif
bagus jamnya keren simpel elegan suka thanks,positif
jamnya keren bagus mantap,positif
warna strap ternyata lebih muda foto overall oke fast action recommended seller,positif
nice product and seller service excellence recommended,positif
produk asli packaging bubble wrap aman even harga aslinya toko kartu garansinya sayang sekali jam nya datang baterai,positif
sangat memuaskan barang bagus harga oke mantap pokoknya mksh,positif
barang sesuai deskripsi packaging pengiriman sangat baikdan rapih cepat ekspedisi reguler,positif
ukuran warna sesuai foto barang bagus cepat recommended,positif
pengiriman cepat packing mantap barang jos,positif
jamnya bagus sesuai pesanan,positif
bagus harga diskon jg sesuai yg inginkan,positif
pengiriman sangat kilat cepat diproses trims,positif
barang packing mangtabs,positif
baranb sesuai gambar mantap djiwa,positif
wah thanks packing rapi barang diterima baik thanks,positif
jam bagus packaging oke,positif
biasa respon cepat packing rapih asik pokoknya,positif
packing outstanding barang mah timex keren,positif
produk sesuai ekspektasi,positif
barang diterima packing kualitas bintang,positif
mantap gan barang selamat barang sesuai keinginan recomend,positif
barang sangat baik sesuai deskripsi,positif
packing nya rapi pengiriman cepat,positif
barang sesuai semoga cepat rusak pengiriman cepat sekali produk penjual sangat recommended,positif
barang diterima baik,positif
thank you timex indonesia terbaik,positif
sesuai deskripsi atas ekspektasi,positif
produk ori sesuai gambar keren,positif
super kerenn barangnya,positif
terbaik memang respon cepat packing bagus barang mulus,positif
barang sesuai gambar thanks,positif
baranngg mantapt,positif
bagus pengirimannya cepat packing aman the watch co,positif
barang sesuai pengiriman aman cepat,positif
pengiriman lumayan cepat barang sesuai pesanan packingnya oke makasih timex,positif
mantab cpt sampe brg sesuai pesenan,positif
kendala sedikit pengiriman terobati kualitas pelayanan memuaskann berlangganan thanks timex,positif
terima kasih jam timex terima,positif
proses cepat barang bagus sesuai etalase,positif
diterima bagus semoga bertahan lama,positif
bagus sekali terimakasih,positif
suka face nya sederhana cocok strap macam macam strap bawaannya cukup bagus sayang kulit walaupun terlihat bagus beberapa kali pemakaian terlihat bekasnya,positif
terima kasih sesuai pesanan bagus,positif
pengiriman dipercepat kedepannya apa hari sabtu libur packing bagus kualitas jam lumayan lah sesuai harga,positif
barang berfungsi baik maaf telat kasih konfirmasi karna long weekend,positif
jamnya sdh tampak keren dipakai terima kasih,positif
dirinya gw,positif
thanks timex jamnya sdh,positif
barang bagus gan packing rapi sukses terus,positif
barang sesuai datang tepat waktu,positif
packing bagus barang bagus original tentunya thnks,positif
barang packing rapi nice,positif
jam diterima kondisi baik packingnya rapi jamnya mantap recommended,positif
akhirnya yg diincer lama sdh terima ksh bnyk atas great service nya,positif
barang bagus sangat pas cepat,positif
sampe sesuai harapan barangya packing dlmnya kardus packing pas bukaan robek kayak br diintip dalemnya barang utuh bublenya kuat mksh timex order,positif
bagus mudah mudahan awet tnks,positif
barangnya sesuai packing nya rapih proses nya cepat thanks timex,positif
pengiriman cepat pesan hari besok packing bubble wrap tebal tambahan kotak kotak jamnya produk sesuai spesifikasi garansi resmi,positif
respon cepat puas,positif
terlalu ringan jam terdahulu,positif
packing mantap rapih aman produk sesuai pesanan recommended seller and product terimakasih timex and tokopedia,positif
pelayanan super cepat resposif bravo,positif
biar bintang yg bicara kyknya pembeli promo terakhir hahaha thx twc tokped,positif
sesuai harapan keren,positif
very cool and stylish watch,positif
bagus sesuai gambar,positif
mantap kali kali mantap,positif
keren produknya dipaketkan sangat rapi cacat sama sekali produknya realpict,positif
barang recomended,positif
sangat memuaskan keren,positif
terima kasih sesuai pesanan recommended seller,positif
barang mulus ori new,positif
pembelian kedua desain bagus sangat cocok strapnya cocok outdoor cuman pake chrononya ribet overall puas yg satu,positif
terkirim overall bagus calon pembeli alangkah baiknya melakukan transaksi sesuai jam buka toko pesan sabtu pengiriman kilat barang tetap dikirim hari senin sesuai jam buka toko salah yg baca info timex anyway mantaps jiwa,positif
pelayanan memuaskan fast respon terima kasih,positif
barang oke pelayanan baik,positif
jamnya kerenn harga terjangkau tks,positif
mantap gan barang nya,positif
jamnya sesuai bagus yg liat mal terima kasih timex indonesia sukses selalu,positif
barang sesuai pengiriman cepat packing rapi sayang baterai,positif
produk diragukan jelas bagus asli keren cuma sayang awalnya notice toko buka hari kerja pesan hari minggu hari senin langsung diproses cepat sore diterima udah gitu packagingnya rapi luar biasa bubble wrap berlapis lapis salah beli disini sayang cuma buka weekdays,positif
respon cepat barang langsung as expected terimakasih,positif
packing bagus,positif
produk pengiriman cepat respon baik,positif
barangnya bagus sesuai deskripsi packing aman barang terjamin selamat tujuan respon admin cepat mantab thankyou,positif
pelayanan memuaskan fast respon terima kasih,positif
recommended seller respond seller cepat barang dikirim sangat rapi bubble wrap lapis hard box dilapis bubble wrap tbh barang lebih bagus aslinya gambar thanks,positif
berkualitas berfungsi baik mantab,positif
jam original n packaging rapi,positif
respon pengiriman cepat packing proper,positif
pengiriman cepat packaging aman thankss,positif
aduh gan gimana kok bingung mau ulas apa sepertinya tinggal pake sama senyum ajah udah bahagia rasanya jangan buka lapak bapernya berat pengiriman cepat sesuai deskripsi harganya cuccok aku padamu gan,positif
kualitas barang lumayan bagus packing nya jga sangat rapih aman recommended niih,positif
jam sesuai sama deskripsi kualitasnya cukup bagus packingnya rapi berlapis buble wrap nya recommended,positif
penggemar setia timex seneng toko officialnya toped,positif
barang ori,netral
barang lengkap bagus sesuai foto deskripsi proses cepat packing sangat aman semoga awet jamnya,positif
packing bagus barang bagus sesuai deskripsi share setting tanggal,positif
pengiriman cepat barang original mantap,positif
original bagus jamnya packing rapih pengiriman cepat,positif
mantap bos jamnya kali beli disini dah,positif
kualitas produk jaminan after sales service perlu diragukan kedepan data stock real time calon customer langsung tahu ketersediaan stock respon admin lebih ditingkatkan terima kasih,positif
barang sesuai pic dikemas baik senang berbisnis,positif
fits description processing time was good,positif
pengiriman cepat seller responsive terima kasih banyk,positif
sesuai gambar produk oke,positif
produk packaging bagus pengirimannya cepat,positif
lebih bagus foto pengiriman cepat tepat waktu,positif
ternyata gambar sesuai gan sis mohon produknya gunakan real picture,positif
recomended parah kece jamnya pengirimannya cepat responnya gesit packingnya rapi aman order disini,positif
cukup baik sesuai harga,positif
original garansi penggantian baterai seumur hidup thx watch co,positif
tempat terbaik beli nambah koleksi timex,positif
semoga kedepannya lebih teliti membaca catatan pembelian,positif
terimakasih barangnya bagus sesuai inginkan,positif
bagus pengiriman cepat kemasan pengiriman sangat aman,positif
produk sesuai keren,positif
official store respon memproses pembelian sangat baik cepat produk kagak usah diulas kan official storenya a k a penjual yg resmi jadi udah jelas kualitasnya terima kasih,positif
service memuaskan cepat terpecaya qualitas produk mudah mudahn sesuai kualitas merknya packingan outstanding savety packaging,positif
mantap barang terima selamat gan,positif
barang oke sesuai deskripsi pengiriman jg cepat recomended seller,positif
pengiriman cepat packaging double packing gt jadi barang aman tujuan,positif
packing rapih aman produk orisinil kualitas bagus seller nya ramah responsif,positif
mantaab barang aman penjual ramah produk original semoga awet,positif
packing rapih sesuai lah top,positif
mantap kali kali mantap cuy,positif
packing joss kualitas susah tak perlu ragukan,positif
barangnya dah diterima baik packing rapi ditunggu discount selanjutnya thanxs,positif
kualitas jam sangat bagus sebanding harganya,positif
barang tiba baik kualitas barang sangat bagus sesuai deskripsi terima kasih timex,positif
packing rapih aman produk orisinil kualitas bagus seller nya ramah responsif,positif
packing rapi barang mantaps,positif
sesuai gambar pengirimannya aman berlapis lapis,positif
jam nya bagus semoga awet terimakasih,positif
barang sesuai pesanan,positif
barang sesuai gambar pengiriman cepat tujuan,positif
jam nya bagus terimakasih,positif
biasa bagus,positif
barang sangat cepat sesuai deskripsi ori puas gan,positif
barang diterima baik sesuai deskripsi thanx,positif
keren jam nya makasi klender gratisnya,positif
bagus sangat cepat terima kasih,positif
barang sdh srvice respon ramah cepat terimakasih,positif
disc cepat,positif
lecet dikit overall pengiriman cepat n hrg disc,positif
sangat mengecewakan retur perbaikan cacatnya harga segini sangat worth,negatif
diterima baik terpasang baik outlet mkg,positif
pengiriman cepat brg bagus thanks seller,positif
barang bagus,positif
kualitas produk bagus pelayanan ramah,positif
produk sesuai gbr n ket respon cpt,positif
barang sesuai gambar,positif
sangat puas barangnya bagus,positif
keren discount n trmnya cepat,positif
terimakasih barang selamat kualitas nya penjualnya ramah goodluck ka,positif
bagus hrg disc pengiriman cepat,positif
kualitas gelang straps emang oke bngt trus pengiriman cepat,positif
bahan kualitas tinggi tapisaya sarankan pesan custom lebihnya g perlu sampe cm ukuran tangan cukup sampe cm pesannya cm lebih besar tangan jadi aneh overall bagus sesuai deskripsi,positif
mantapp betul cepat sesuai,positif
produk bagus original pengiriman cepat penjual respon cepat mantap,positif
barang bagus pengiriman cepat tempat strapnya bagus terima kasih,positif
barang sesuai respon sangat cepat thnx gan,positif
fast response highly recomended seller,positif
buckle harga ribu waktu datang kondisi banyak lecet baretnya seller cuma mengatakan besi memang gitu lecet pemakaian fungsi deploynya suka ngadat sangat kecewa kualitas sebanding harganya,negatif
barang bagus pengiriman cepat thanks,positif
senang produknya dipaketkan rapi cacat,positif
trima kasih,positif
terimakasih gan barang diterima baik rapih sukses selalu toko onlinenya,positif
ketiga x nya suami order straps trima kasih,positif
nice gan keren produknya maju terus,positif
thank you,positif
sesuai foto baguss suka dapet bonus kalung terima kasih elle,positif
barang bagus sesuai packing rapi free blangket sesuai promo,positif
sesuai informasi tertulis tokopedia bahkan mendapat surprise diberi hadiah selimut elle bagus info sebelumnya sukses selalu tokopedia jangan pernah berhenti ber inovasi bravo,positif
jamnya baguus original dapet diskon plus gift selimut suka pokoknya puas,positif
murah bagus cepat sampainya,positif
bagus kemasan nya rapi,positif
respon cepat barang sesuai,positif
jamnya cantik terima kasih,positif
adminnya sabar rekomen seller,positif
barang bagus sesuai deskripsi packing nya bonus selimut kalung,positif
terima kasih produk terima baik bonus selimut jg recommended,positif
terimakasih bonus selimutnya,positif
barang bagus dapet hadiah mantap,positif
barang cepat produk makasih bonus nya kk,positif
respon lama seller komunikatif,negatif
mantabb respon seller baik packing produk dapet bonus tks,positif
pengiriman cepat barang trims elle ditungu hadiah selimutnya,positif
sesuai foto deskripsi,positif
ori trusted thankyou,positif
barangnya bagus ori keren recomded branded original store,positif
pesanan sesuai bagus,positif
minta biru dikasih kuning,netral
respon cepat barang sesuai deskripsi recommended seller,positif
makasih barang da ditrima anaku suka,positif
barang sesuai display makasih bos,positif
bahan tali jam nya ternyata keras jadi kaku respon penjual cepat packing rapi terima kasih,netral
kecepatan pengiriman sangat baik,positif
barang mendarat sempurna,positif
terimakasih barang sukses teruss,positif
mantap sekali gan packing cantik pengirimnya wkwkwk,positif
bagus pengemasannya warnanya sesuai keinginan bungkusnya memang berkerut jam dalamnya tetap bagus udah disesuaikan waktunya,positif
lumayan anak terima kasih banyak,netral
mkasih barang nya udah selamat,positif
jam tangannya keren trimakasih,positif
diterima jam nya kualitas sesuai harga,netral
sesuai gambar,positif
barang datang sista tankiu y,positif
terima kasih jam tgn ny sdh,positif
akirnya sampe jg anak langsung pakai mainin thank you toko jam murmer,positif
alhamdulillah jamnya langsung dimainkan sama anak,positif
thanks barang keterima,positif
puas paking kasi buble rapi sumpah trus barang oke punya next aku order happy sangat,positif
ready gan digambar,positif
barang bos makasih,netral
mantap jam tangannya murah dibandingkan gan wa nya gan mau order warna hitamnya,positif
packingnyah sefty good job lah,positif
thanks gan barang next mohon pengiriman cepat prose s,positif
thx gan brg dah sampe ni,positif
mantap kasih batre cadanganya,positif
sesuai pesanan thanks pengiriman lmyan cepat syg respon penjual nya z yg kurang,netral
pacal aku syuka katanya,positif
prosesnya cepetin gan ane sabaran soalnya hehe,positif
barang terima kasih gan walaupun prosesnya lama,positif
barang cepat god job,netral
mantap tap tap mantap recomended,positif
makasih gan persis,positif
udah diterima barang sesuai gmbr trims,positif
barang bagus cpat trimakasih,positif
thanks barang dah kondisi oc,positif
thx gan next repeat order,positif
ds sukses terimakasih atas kerjasamanya,positif
makasih bos barang baru tadi customer,positif
diterima gan terimakasih tunggu orderan selanjutnya,positif
barang sdh diterima kemasannya rapih barangnya oke,positif
mantap terimakasih,positif
jamnya bagussesuai gambar thank gan smga sukses,positif
terimakasih murmer toko pedia barang datang nya cepat barang sesuai gambar sukses terus murmer toko pedia,positif
good product good packing recommended seller,positif
thanks barang aman oke original,positif
thx baru lama bagus barangnya,positif
thx gan,positif
trimakasih barang dah maaf sejauh pengalaman respon nya lama,netral
jam lasebo nya keren ane terima gan set digital analog hari tanggal alarm gmpang gan harga bersaing sama lapak yg sebelah ane suka tunggu next order gan,positif
barang udah diterima sis makasih,positif
paket dah sampe tadi siang packing rapi unit sesuai harga mantap,positif
barang diterima selamat bungkus jg bagus pelayanan cepat rekomended toko sis diperbanyak barangnya sis jadi jadi pelangan tetap,positif
barang dah mendarat selamat gan hatur nuhun,positif
terima kasih barangnya say terima bagus,netral
trims sukses,netral
barang bngt sukses terus,positif
barangnya cuma pengirimannya kurang cepet,positif
paket udh mbak sesuai pesanan saran kedepanx mbak jamx tlog dipakai bantal mbak biar lebih aman mksih,positif
sesuai harapan jamnya bagus harganya oke semoga jadi langganan,positif
tank s gan jam mendarat lg aman mantap,positif
tank s gan paket dah sampe td siang sip,positif
ziner full black diterima baik sesuai pesanan,positif
good seller good product,positif
barang udah nyampek mantap gan thanx,positif
thx gan barang nya sdh dterima,positif
mantap lah gan pengiriman cepat,netral
waduh bro kurang teliti qc harga segitu lah yg bopeng dibagian lingkaran jam pengaitnya ane kira stainles ternyata plastik thx overall puas bro,negatif
jam nya beda yg pernah sy beli dulu ditoko jg logo merk nixon nya yg skrng,negatif
barang sdh smp thx gan,positif
thanks gan barang udah sampe,positif
liat laporan istri bagus katanya yaudah bilang bagus soalnya percaya istri gitu orang nya,positif
packingan cmn buble lapis bahkan jamnya kelihatan luar kali diperhatikan packingannya,negatif
mantap sesuai pesanan thx u mbak,positif
thx gan barang nya sdh,positif
sukses gan,positif
makasih banyak,positif
barang sesuai harga fast respon rekom seller,netral
manteb penjualnya ramah makasih gan,positif
thx gan canggih barang nya,positif
makasih barang udh selamat dibantu ds,positif
mantaps harga kaki lima barang like prmium,positif
mantap gan barangnya pesen,positif
kurang mulus jam nya agan bopak gpp tq,netral
thank u brg sdh diterima sesuai pesanan,positif
sdh terima brg,netral
barang gan thank,positif
thanks gan barang datang,positif
barang gan thanks,positif
gan barang keterima gan,positif
trims gan mendarat selamat,netral
thx gan terima ternyata mengecewakan,positif
thanks barang udah sampe recommeded seller,positif
terimakasih cepet ternyata heheheh,positif
barang cuma goresan nyadikit jamnya good job lah,positif
bagus bro udh order yg kedua kali thanks,positif
barang udah terima gan bagus sesuai harapan packing mantap sangking mantapnya sampe susah buka ehehe sip lah,positif
barang dah makasih next order,positif
barang udah sampe makasih gan mudah an awet dipakenya,netral
barang diterima terima kasih,positif
mantap jg gan sayang tali kulitnya mengecewakan dipakai kebesaran,netral
mantabss gan lanjutkan,positif
siip brg dah smp kondisi o e bth hari over all thanks,positif
barang gan thanks kualitas kalah saing lapak lapak sebelah,positif
harga bersaing sama lapak yg sebelah ane suka tunggu next order gan,positif
terima kasih barangnya terima,positif
jamnya terima kasih,netral
recomended harga murah srbanding kualitas,positif
gan paket tmksh,positif
proses pengirimannya lambat memakan wak tu seminggu sampe kerumah,negatif
barang diterima terimakasih,positif
barangnya diterima tq,positif
mas pcs sayang satunya digitnya ilang separo gakpapa,positif
barang diterima terima kasih,positif
barang sampe thanks lumayan bagus,negatif
maksih gan barang nympe,positif
mantap barangnya sip terima kasih,positif
alhmdlh sdh diterima tks,positif
barang sesuai pesanan diterima baik anak suka terimakasih,positif
barang udah diterima baik,positif
terimakasih banyak wes membantu sekali,positif
barang sdh gan td sore ma ksh,positif
dah terima barangnya packingnya rapi cuma lama dikit,netral
kualitas barang mantab pengiriman oke,positif
thx gan next repeat order,positif
ternyata kecil hikz hikz,netral
good terlambat kedatangannya but overall it s fine,positif
barang tiba selamat,positif
thanks barang diterima,positif
apik tenan bro,negatif
sedikit kecewa pelayanan,netral
oke makasih barang udah,negatif
terimakasih sesuai pesanan,positif
good pokoknya puas sama boxnya hihihi,positif
nuhun ditujuan,positif
barang udah sampe selamat kualitas bagus suks suks suka,positif
alhamdulillah box jamnya terima kasih,positif
dah mndarat barang ny gan tunggu next order,positif
kualitasnya baguus cuma aga lama prosesnya makasih,positif
barang diterima gan order berikutnya boz terima kasih,positif
produk terima terimakasih,positif
parang mantap jangan ragu ama agan in i,positif
terima kasih gan barang udh terima baik,positif
barang diterima konsisi baik kynya bukan ori,positif
mantap makasih gan semmogaa suksees,positif
meski kendala pengiriman penjual sangat informatif tetap merasa tenang barang kondisi kualitas bagus lembut kotor benang benang bulu bulu dibersihkan roller perekat dulu terlihat perlu laundry terima kasih,positif
barang bagus proses lama,netral
makasih min walaupun sdkit kcwa ngak apa tank s seler,netral
matras nya sdh anak pd suka msh byk sisa benang so far msh oke lah keseluruhan nya thank s seller,positif
lumayanlah santai anak,positif
lebih dikontrol pesanannya biar pengiriman lebih cepat terima kasih bnyak atas kerjasamnya,positif
barang terima customer makasih,positif
barangnya udh sya ambil sendiri ternyata barangnya bukan nyampe org atw tetangga barangnya kantor pos koq harusnya penjual yg ngurusin kesalahan kurir jd pembeli repot,positif
terimakasih walaupun trlambat jauh bnget,netral
barang bagus sesuai gambar thanks kok harga nya jadi naek pdhl pengen beli lg ponakan,positif
barang ny udah sampe sampe rumah jemput kantor pos,positif
barang barang sesuai pesanan,positif
barang terima sis bagus barangnya nice,positif
barang terimakasih sis,netral
makasih bnyak agan barang udah nyampe,positif
barang sesuai digambar bagus pengiriman nya lama,positif
makasih barangnya bagus anak suka,positif
trims ds aman semoga cust puas,positif
kualitas nya pengirimannya jg cepat recommended,positif
paket diterima bagus anak sy suka top seller,positif
barang sis terimakasih,positif
mba terimakasih barang nyampe lebih cepat perkiraan,positif
pelayananx cepat rekomended pkkx,positif
udah diterima ses mantap trus capek hari bgs kasurnya trims,positif
brng sudh thankyou,positif
barang terimakasih packing krg rapih belakangnya jd kotor,netral
matras terima kasih,positif
maaf telat review a,positif
barang diterima baik memuaskan recomended order,positif
barang diterima pengiriman lambat perkiraan terima kasih banyak,positif
barang bagus sesuai gambar walaupun seller pernah bls chat puas kok,positif
barang bagus lama nyampenya low respon,netral
akurat respon cepat barang baguss thanks gan,positif
thanks say,positif
diterima baik,positif
thnks sdh kekonsumen,positif
sangat memuaskan barang yg terima,positif
barang diterima thankks pnd,positif
thanks bos barang,netral
barang sesuai pesanan terima kasih,positif
barang terima baik terma kasih,positif
maaf gan baru konfirmasi barang terima hari setelh pengiriman kwalitas barang punya,positif
jam tangan terima selamat barang tepat inginkan good job,positif
penjual meningkatkan profesionalitas jangan pembeli menjadi kecewa kapok tuk belanja lapak,netral
oke barang kosong sblm agan batalkan tlg konfirmasi,netral
pengiriman sangat baik sekali,positif
mantap terimakasih,positif
mantap terimakasih,positif
terimakasih barang,positif
mantap barang datang selamat kirain kayak toko sebelah qoo beli barang bulan barang g nyampai malang dbilang barangnya hilang gitu ganti barang malah g jelas tokopedia com barang nyampai cepat pelayanan mantap dipimpong kesana kemari langsung tanya reseler ataupun tokopedia langsung tanggapannya cepat trim tokopedia rekomended seller lanjutkan pelayanannya jam tangan murmer layak jempol trim,positif
jam tangan alhamdulillah sesuai mksih yaa gan,positif
gan barang yg sampe tujuan terimakasih barangnya mantapp adik suka,positif
mantap gan barang sesuai gambar,positif
barangnya sdh sy terima gan mantab,positif
barang oke pengiriman lama,positif
ukuran jam terlalu kecil pergelangan,netral
sip lah pokonya bagus kl awet mau belanja disini,positif
thanks gan,positif
mantaff barang keren,positif
sesuai pesanan bagus pengirimin,positif
terimakasih barang,positif
brg sipp gan ntar klu butuh langsung kirim gan,positif
sangat memuaskan produk dikirim sesuai foto,positif
paket udah trima barang bagus pengiriman lama,positif
mantap bos,positif
barang sdh trima pengiriman nya aga lama ko tanggal bulan nya jam nya,positif
barangnya sesuai aku tida kecewa terimakasih,positif
disetting jam harga rupa,negatif
barang bagus semoga awet,positif
jooss barang sesuaii gan,positif
barang bagus packing rapi makasih om,positif
produk diterima baik,positif
waduh baru sekali kena air langsung masuk air nya katanya kuat air cuma pake wudhu pake renang hadeuh,negatif
barang sesuai beneran original asli box malah batterai cadangan packing super aman pakai bubble wrap benar recommended seller tx gan,positif
tanks gan jamnya,positif
respot cepat packing bagus terima kasih barang selamat,positif
jam diterima terimakasih banyak,positif
pengiriman cepat barang oke sedikit ngembun,netral
barang sampe tepat waktunyaa sekut barangny,positif
paket datang baik barang bungkus rapih masalah kualitas dicoba semoga awet cepat rusak trima kasih,netral
lumayan lah,positif
barang sesuai harga proses cepat terimakasih,positif
good job thanks,positif
paket ny udh keterima dngan baik packing ny aman mksh bonus btre nya,positif
nice termakasih maaf telat beri ulasan,positif
sesuai gambar cool dah cuma pengiriman rada lama for all thanks,positif
sip no problem,positif
barangnya baru makasih,positif
terimakasih barang sesuai harga,positif
terimakasih kak tetap fast respon melayani baik,positif
barang keterima ketangan karna pengirimannya sabtu jadi tau kondisi barangnya,netral
thanks om barang dah sampe sesuai pesanan,netral
barang sesuai iklan bagus haturnuhun,positif
jamnya bagus gan makasi,positif
kualitas packing bubble nya tombol berfungsi semua light stopwatch day date alarm sayang count down timer nya order tgl tgl baru nyampe,positif
kecewa gan baru pakai sekali knapa lansung berembun kena air,negatif
uda sampe gan makasih sama foto nya,positif
barang sesuai deskripsi terima kasih,positif
bos barangnya meluncur selamat thanks,positif
udah sesuai gambar cuma pengirimannya luama bingits haduh,positif
lama thx jam,positif
makasih gan ntar order lagii oke,positif
barang terima sesuai kualitas,positif
slow respon barang bagus pengiriman cepat,positif
puas walopun slow respon nya hehee,positif
barang baik sesuai display thx,netral
super duper cepet pengirimannya jam oke,positif
thanks barang nya jamnya simple keren,positif
suka langganan kak,positif
terimakasih gan brang udh nyampe,positif
oke ggod,positif
top bangett slow respon barangnya bagus cepat sukses selalu,positif
barang bagus packing rapih cuma mesen deket lebaran jnenya overload nyampenya pending wkwk,positif
barang barangnya,positif
paket udah sampe selamat,positif
terima kasih pesanan trima,positif
jam sampainya cepet thanks,netral
barang ny lambat ny tlong lbih fast respon baik via bbm wa,netral
alhamdulillah barang sdh makasih om,positif
barangnya oke y terima kasih,positif
bagus mntap dach,positif
klinya blanja sni jamku yg dlu bli skrg gg rusak sdah thun gg prnh ganti batrai sma skli jgn ragu bli sni terima kasih jam couple gshock baby g nya sdah dtang bagus jamnya sukses trz olshopnya,positif
packingan yg luar biasa aman,positif
bublenya mantab semoga banjir order terimkasih,positif
barang terima kasih,positif
m m m,netral
trimakasih pesanan nya sy order tunggu,positif
barangnya bubble wrapnya tebal aman dah paketnya,positif
sedikit kecewa pelayanan,netral
topmarkotop hehe thanks hehe,positif
oke packing barang sangat aman boss,positif
packing aman rapi memuaskan,positif
t h a n k s g a n,positif
thanks gan,positif
sip paket jadi aman makasih gan,positif
dikemas rapih untung tambah beli a karna langsung dus jam tangan dibungkusin koran a,positif
hari baru dikirim mana barangnya salah,negatif
sangat direkomendasikan biar barang ngga rusak,positif
terima kasih barang diterima baik,positif
kualitad bagus sesuai pesanan terimakasih,positif
thank you,positif
lumayan tingkatkan gan pengiriman harap percepat,positif
bikin kiriman ane lebih terjamin,positif
the best,positif
always trims oke selalu,positif
buble thx,positif
thanks udah dateng,positif
barang udh diterima gan makasii,positif
pake tambahan buble extra aman kirain barangnya bakal dibalut sama bublenya tau nya cuman dilipet disinpen diatasnya untungnya jam nya selamat,netral
terima kasih barang,positif
terima kasih ds sukses,positif
thank s,positif
thank s,positif
pake bubble guys klo beli disini packing jadi aman sampe susah loh dibukanya,positif
top packingannya semua pesanan aman,positif
sedikit ribu hahahahahahahahahaha,netral
maksih gan barang selamat,positif
makasih barang selamat customer senang,positif
okem gan makasih pesanan udah sampe selamat,positif
makasih barangnya udah nyampe,positif
oke thx gan,positif
oke thx gan next repeat order,positif
diteirma mantapp mantapp mantapp,positif
diameter y kecil bngt,positif
terimakasih barang uda tanya cek barang mohon blasnya soalnya reseller cansel kan balikaan uang terimakasih,positif
mksh kak,positif
barang diterima baik terima kasih,positif
terima bagus murah terimakasih,positif
terima kasih barang sesuai pesanan,positif
pesanan diterima terima kasih,positif
thx mba udh terima sama cust se weekend,positif
barang respon lambat thq,netral
sesuai gambar bagus desain jam tanganya,positif
mantab bos thanks bos,positif
mantab bos thanks bos,positif
mantab bos thanks bos,positif
mantab bos thanks bos,positif
thanks bos mantab bos,positif
oke bos jam udah mendarat bos,positif
trima kasih gan,positif
mantab bos barang,positif
